index,continent,output,output_clean
258,6,"{
  ""tags"": [
    ""Performance Monitoring"",
    ""EEG"",
    ""Event-Related Potentials"",
    ""Error Detection"",
    ""Decision Making""
  ]
}","{
  ""tags"": [
    ""Performance Monitoring"",
    ""EEG"",
    ""Event-Related Potentials"",
    ""Error Detection"",
    ""Decision Making""
  ]
}"
259,6,"{
  ""tags"": [
    ""Event-Related Potentials"",
    ""Reward Positivity"",
    ""Anxiety and Brain Activity"",
    ""Feedback Delay and Anxiety""
  ]
}","{
  ""tags"": [
    ""Event-Related Potentials"",
    ""Reward Positivity"",
    ""Anxiety and Brain Activity"",
    ""Feedback Delay and Anxiety""
  ]
}"
260,6,"{
  ""tags"": [
    ""Frontal midline theta"",
    ""Reward learning"",
    ""Fear processing"",
    ""Anxiety"",
    ""Reinforcement learning""
  ]
}","{
  ""tags"": [
    ""Frontal midline theta"",
    ""Reward learning"",
    ""Fear processing"",
    ""Anxiety"",
    ""Reinforcement learning""
  ]
}"
261,6,"{
  ""tags"": [
    ""Decision-Making"",
    ""Model-Based"",
    ""Model-Free"",
    ""Event-Related Potentials"",
    ""Computational Modeling""
  ]
}","{
  ""tags"": [
    ""Decision-Making"",
    ""Model-Based"",
    ""Model-Free"",
    ""Event-Related Potentials"",
    ""Computational Modeling""
  ]
}"
262,6,"{
  ""tags"": [
    ""Anxiety and Learning"",
    ""Feedback Processing"",
    ""Dopaminergic System"",
    ""Anxious and Non-Anxious Learners""
  ]
}","{
  ""tags"": [
    ""Anxiety and Learning"",
    ""Feedback Processing"",
    ""Dopaminergic System"",
    ""Anxious and Non-Anxious Learners""
  ]
}"
263,6,"{
  ""tags"": [
    ""Frontal theta"",
    ""Reward prediction error"",
    ""Behavioral adaptation"",
    ""Neural oscillations""
  ]
}","{
  ""tags"": [
    ""Frontal theta"",
    ""Reward prediction error"",
    ""Behavioral adaptation"",
    ""Neural oscillations""
  ]
}"
264,6,"{
  ""tags"": [
    ""Conflict Monitoring"",
    ""Cognitive Control"",
    ""Error-Related Negativity"",
    ""Internal Adjustments""
  ]
}","{
  ""tags"": [
    ""Conflict Monitoring"",
    ""Cognitive Control"",
    ""Error-Related Negativity"",
    ""Internal Adjustments""
  ]
}"
265,6,"{
  ""tags"": [
    ""anxiety"",
    ""feedback negativity"",
    ""event-related brain potential"",
    ""outcome evaluation""
  ]
}","{
  ""tags"": [
    ""anxiety"",
    ""feedback negativity"",
    ""event-related brain potential"",
    ""outcome evaluation""
  ]
}"
266,6,"{
  ""tags"": [
    ""negative reinforcement learning"",
    ""meditation"",
    ""cognitive control"",
    ""mesolimbic dopamine system""
  ]
}","{
  ""tags"": [
    ""negative reinforcement learning"",
    ""meditation"",
    ""cognitive control"",
    ""mesolimbic dopamine system""
  ]
}"
267,6,"{
  ""tags"": [
    ""Emotional Feedback"",
    ""Reinforcement Learning"",
    ""Working Memory"",
    ""Neural Mechanisms""
  ]
}","{
  ""tags"": [
    ""Emotional Feedback"",
    ""Reinforcement Learning"",
    ""Working Memory"",
    ""Neural Mechanisms""
  ]
}"
268,6,"{
  ""tags"": [
    ""Error-Related Negativity"",
    ""Medial-Frontal Cortex"",
    ""Predictive Error Processing"",
    ""Motor Control""
  ]
}","{
  ""tags"": [
    ""Error-Related Negativity"",
    ""Medial-Frontal Cortex"",
    ""Predictive Error Processing"",
    ""Motor Control""
  ]
}"
269,6,"{
  ""tags"": [
    ""Competitive Decision Making"",
    ""Neural Index"",
    ""Outcome Valence"",
    ""Motivational Significance""
  ]
}","{
  ""tags"": [
    ""Competitive Decision Making"",
    ""Neural Index"",
    ""Outcome Valence"",
    ""Motivational Significance""
  ]
}"
270,6,"{
  ""tags"": [
    ""reward prediction error"",
    ""beta oscillations"",
    ""frontal beta power"",
    ""reward processing""
  ]
}","{
  ""tags"": [
    ""reward prediction error"",
    ""beta oscillations"",
    ""frontal beta power"",
    ""reward processing""
  ]
}"
271,6,"{
  ""tags"": [
    ""GABAB receptors"",
    ""human reinforcement learning"",
    ""baclofen"",
    ""addiction spectrum disorders""
  ]
}","{
  ""tags"": [
    ""GABAB receptors"",
    ""human reinforcement learning"",
    ""baclofen"",
    ""addiction spectrum disorders""
  ]
}"
272,6,"{
  ""tags"": [
    ""Freedom of choice"",
    ""Agency"",
    ""Theta power"",
    ""Feedback processing""
  ]
}","{
  ""tags"": [
    ""Freedom of choice"",
    ""Agency"",
    ""Theta power"",
    ""Feedback processing""
  ]
}"
273,6,"{
  ""tags"": [
    ""Reward Expectation"",
    ""Feedback-Related Negativity"",
    ""Probabilistic Reinforcement Learning"",
    ""Event-Related Potentials""
  ]
}","{
  ""tags"": [
    ""Reward Expectation"",
    ""Feedback-Related Negativity"",
    ""Probabilistic Reinforcement Learning"",
    ""Event-Related Potentials""
  ]
}"
274,6,"{
  ""tags"": [
    ""Emotion Regulation"",
    ""Conflict Monitoring"",
    ""Affective Science"",
    ""Cognitive Neuroscience""
  ]
}","{
  ""tags"": [
    ""Emotion Regulation"",
    ""Conflict Monitoring"",
    ""Affective Science"",
    ""Cognitive Neuroscience""
  ]
}"
275,6,"{
  ""tags"": [
    ""reward prediction errors"",
    ""reinforcement learning"",
    ""electrophysiology"",
    ""neural encoding"",
    ""principal components analysis""
  ]
}","{
  ""tags"": [
    ""reward prediction errors"",
    ""reinforcement learning"",
    ""electrophysiology"",
    ""neural encoding"",
    ""principal components analysis""
  ]
}"
276,6,"{
  ""tags"": [
    ""Abnormal approach-related motivation"",
    ""Major depression"",
    ""Reward processing"",
    ""Fronto-midline Theta oscillations"",
    ""Frontal Alpha asymmetry""
  ]
}","{
  ""tags"": [
    ""Abnormal approach-related motivation"",
    ""Major depression"",
    ""Reward processing"",
    ""Fronto-midline Theta oscillations"",
    ""Frontal Alpha asymmetry""
  ]
}"
277,6,"{
  ""tags"": [
    ""Neural Learning Systems"",
    ""Wellness and Brain"",
    ""Reinforcement Learning"",
    ""Gamification and Learning""
  ]
}","{
  ""tags"": [
    ""Neural Learning Systems"",
    ""Wellness and Brain"",
    ""Reinforcement Learning"",
    ""Gamification and Learning""
  ]
}"
278,6,"{
  ""tags"": [
    ""Frontal Oscillatory Dynamics"",
    ""Feedback Learning"",
    ""Action Adjustment"",
    ""Theta Band Oscillations"",
    ""Beta Band Oscillations""
  ]
}","{
  ""tags"": [
    ""Frontal Oscillatory Dynamics"",
    ""Feedback Learning"",
    ""Action Adjustment"",
    ""Theta Band Oscillations"",
    ""Beta Band Oscillations""
  ]
}"
279,6,"{
  ""tags"": [
    ""State Prediction Error"",
    ""Frontal Parietal Correlates"",
    ""Learning Environment Model"",
    ""Goal-Directed Reinforcement Learning""
  ]
}","{
  ""tags"": [
    ""State Prediction Error"",
    ""Frontal Parietal Correlates"",
    ""Learning Environment Model"",
    ""Goal-Directed Reinforcement Learning""
  ]
}"
280,6,"{
  ""tags"": [
    ""reward-enhanced memory"",
    ""recollection processing"",
    ""event-related potential"",
    ""reward-learning"",
    ""recognition memory""
  ]
}","{
  ""tags"": [
    ""reward-enhanced memory"",
    ""recollection processing"",
    ""event-related potential"",
    ""reward-learning"",
    ""recognition memory""
  ]
}"
281,6,"{
  ""tags"": [
    ""Feedback-related Negativity"",
    ""Reward Prediction Errors"",
    ""Neural System"",
    ""Frontocentral Negative Deflection""
  ]
}","{
  ""tags"": [
    ""Feedback-related Negativity"",
    ""Reward Prediction Errors"",
    ""Neural System"",
    ""Frontocentral Negative Deflection""
  ]
}"
282,6,"{
  ""tags"": [
    ""Perceptual Expertise"",
    ""Reinforcement Learning"",
    ""Error-Related Negativity"",
    ""Neural Mechanisms""
  ]
}","{
  ""tags"": [
    ""Perceptual Expertise"",
    ""Reinforcement Learning"",
    ""Error-Related Negativity"",
    ""Neural Mechanisms""
  ]
}"
283,6,"{
  ""tags"": [
    ""reinforcement learning"",
    ""decision-making"",
    ""neural responses"",
    ""reward prediction errors""
  ]
}","{
  ""tags"": [
    ""reinforcement learning"",
    ""decision-making"",
    ""neural responses"",
    ""reward prediction errors""
  ]
}"
284,6,"{
  ""tags"": [
    ""Reward-Positivity"",
    ""Reward Prediction Error"",
    ""Salience-Prediction Error"",
    ""Outcome Valence""
  ]
}","{
  ""tags"": [
    ""Reward-Positivity"",
    ""Reward Prediction Error"",
    ""Salience-Prediction Error"",
    ""Outcome Valence""
  ]
}"
285,6,"{
  ""tags"": [
    ""Error-related Negativity"",
    ""Sustained Threat"",
    ""Cognitive Control"",
    ""Adolescent Development""
  ]
}","{
  ""tags"": [
    ""Error-related Negativity"",
    ""Sustained Threat"",
    ""Cognitive Control"",
    ""Adolescent Development""
  ]
}"
286,6,"{
  ""tags"": [
    ""Monetary Incentive Delay Task"",
    ""Sensory Processing"",
    ""ERP Evidence"",
    ""Cognitive Plasticity"",
    ""Involuntary Attention""
  ]
}","{
  ""tags"": [
    ""Monetary Incentive Delay Task"",
    ""Sensory Processing"",
    ""ERP Evidence"",
    ""Cognitive Plasticity"",
    ""Involuntary Attention""
  ]
}"
287,6,"{
  ""tags"": [
    ""Error and Feedback Processing"",
    ""Children with ADHD"",
    ""Children with Autism Spectrum Disorder"",
    ""EEG Event-Related Potentials""
  ]
}","{
  ""tags"": [
    ""Error and Feedback Processing"",
    ""Children with ADHD"",
    ""Children with Autism Spectrum Disorder"",
    ""EEG Event-Related Potentials""
  ]
}"
288,6,"{
  ""tags"": [
    ""ACC"",
    ""ACC"",
    ""ACC"",
    ""ACC""
  ]
}","{
  ""tags"": [
    ""ACC"",
    ""ACC"",
    ""ACC"",
    ""ACC""
  ]
}"
289,6,"{
  ""tags"": [
    ""Cerebellum"",
    ""Learning"",
    ""Feedback"",
    ""Neuroimaging"",
    ""PerformanceMonitoring""
  ]
}","{
  ""tags"": [
    ""Cerebellum"",
    ""Learning"",
    ""Feedback"",
    ""Neuroimaging"",
    ""PerformanceMonitoring""
  ]
}"
290,6,"{
  ""tags"": [
    ""Feedback-Related Negativity"",
    ""Instantaneous-Long-Term Value"",
    ""Reward-Positivity"",
    ""Hierarchical Reinforcement Learning""
  ]
}","{
  ""tags"": [
    ""Feedback-Related Negativity"",
    ""Instantaneous-Long-Term Value"",
    ""Reward-Positivity"",
    ""Hierarchical Reinforcement Learning""
  ]
}"
291,6,"{
  ""tags"": [
    ""Feedback Processing"",
    ""EEG"",
    ""Neural Signatures"",
    ""Human Learning""
  ]
}","{
  ""tags"": [
    ""Feedback Processing"",
    ""EEG"",
    ""Neural Signatures"",
    ""Human Learning""
  ]
}"
292,6,"{
  ""tags"": [
    ""Frontal theta"",
    ""Impulsivity"",
    ""Negative reinforcement"",
    ""Avoidance"",
    ""Perseverance""
  ]
}","{
  ""tags"": [
    ""Frontal theta"",
    ""Impulsivity"",
    ""Negative reinforcement"",
    ""Avoidance"",
    ""Perseverance""
  ]
}"
293,6,"{
  ""tags"": [
    ""Feedback Delay"",
    ""Feedback Agency"",
    ""Dopamine Cell Firing"",
    ""Reinforcement Learning"",
    ""Theta Band Power""
  ]
}","{
  ""tags"": [
    ""Feedback Delay"",
    ""Feedback Agency"",
    ""Dopamine Cell Firing"",
    ""Reinforcement Learning"",
    ""Theta Band Power""
  ]
}"
294,6,"{
  ""tags"": [
    ""Anterior Cingulate Cortex"",
    ""Conflict and Reward Processing"",
    ""Effort-Based Decision Making"",
    ""Frontal Midline Theta"",
    ""Reward Positivity""
  ]
}","{
  ""tags"": [
    ""Anterior Cingulate Cortex"",
    ""Conflict and Reward Processing"",
    ""Effort-Based Decision Making"",
    ""Frontal Midline Theta"",
    ""Reward Positivity""
  ]
}"
295,6,"{
  ""tags"": [
    ""Reward Prediction Errors"",
    ""Mediofrontal"",
    ""Event-Related Potentials"",
    ""Positive RPEs"",
    ""Negative RPEs""
  ]
}","{
  ""tags"": [
    ""Reward Prediction Errors"",
    ""Mediofrontal"",
    ""Event-Related Potentials"",
    ""Positive RPEs"",
    ""Negative RPEs""
  ]
}"
296,6,"{
  ""tags"": [
    ""reward prediction"",
    ""outcome monitoring"",
    ""medial frontal"",
    ""event-related potentials""
  ]
}","{
  ""tags"": [
    ""reward prediction"",
    ""outcome monitoring"",
    ""medial frontal"",
    ""event-related potentials""
  ]
}"
297,6,"{
  ""tags"": [
    ""reward-related brain activity"",
    ""reinforcement learning"",
    ""effort minimization"",
    ""behavioral economics""
  ]
}","{
  ""tags"": [
    ""reward-related brain activity"",
    ""reinforcement learning"",
    ""effort minimization"",
    ""behavioral economics""
  ]
}"
298,6,"{
  ""tags"": [
    ""medial prefrontal cortex"",
    ""electrophysiology"",
    ""reinforcement learning"",
    ""hierarchy of reinforcement""
  ]
}","{
  ""tags"": [
    ""medial prefrontal cortex"",
    ""electrophysiology"",
    ""reinforcement learning"",
    ""hierarchy of reinforcement""
  ]
}"
299,6,"{
  ""tags"": [
    ""Reward Processing"",
    ""Psychopathy"",
    ""Feedback Processing"",
    ""Behavioral Adaptation""
  ]
}","{
  ""tags"": [
    ""Reward Processing"",
    ""Psychopathy"",
    ""Feedback Processing"",
    ""Behavioral Adaptation""
  ]
}"
300,7,"{
  ""tags"": [
    ""Implicit Learning"",
    ""Spatial Attention"",
    ""Eye Tracking"",
    ""Attentional Bias""
  ]
}","{
  ""tags"": [
    ""Implicit Learning"",
    ""Spatial Attention"",
    ""Eye Tracking"",
    ""Attentional Bias""
  ]
}"
301,7,"{
  ""tags"": [
    ""Spatial Attention"",
    ""Visual Field"",
    ""Implicit Learning"",
    ""Attentional Bias""
  ]
}","{
  ""tags"": [
    ""Spatial Attention"",
    ""Visual Field"",
    ""Implicit Learning"",
    ""Attentional Bias""
  ]
}"
302,7,"{
  ""tags"": [
    ""Attentional Processes"",
    ""Visual Attention"",
    ""Deafferentation"",
    ""Cue Validity""
  ]
}","{
  ""tags"": [
    ""Attentional Processes"",
    ""Visual Attention"",
    ""Deafferentation"",
    ""Cue Validity""
  ]
}"
303,7,"{
  ""tags"": [
    ""oculomotor control"",
    ""attentional bias"",
    ""search habit"",
    ""eye movements""
  ]
}","{
  ""tags"": [
    ""oculomotor control"",
    ""attentional bias"",
    ""search habit"",
    ""eye movements""
  ]
}"
304,7,"{
  ""tags"": [
    ""Expectancy and Visual-Spatial Attention"",
    ""Perceptual Quality"",
    ""Spatial Attention"",
    ""Task-Specific Sensitivity""
  ]
}","{
  ""tags"": [
    ""Expectancy and Visual-Spatial Attention"",
    ""Perceptual Quality"",
    ""Spatial Attention"",
    ""Task-Specific Sensitivity""
  ]
}"
305,7,"{
  ""tags"": [
    ""Transient Attention"",
    ""Spatiotemporal Visual Attention"",
    ""Categorically Defined Targets"",
    ""Transient Attention to Salient Cue""
  ]
}","{
  ""tags"": [
    ""Transient Attention"",
    ""Spatiotemporal Visual Attention"",
    ""Categorically Defined Targets"",
    ""Transient Attention to Salient Cue""
  ]
}"
306,7,"{
  ""tags"": [
    ""Right Hemisphere Damage"",
    ""Statistical Learning"",
    ""Spatial Priming"",
    ""Neuroplasticity""
  ]
}","{
  ""tags"": [
    ""Right Hemisphere Damage"",
    ""Statistical Learning"",
    ""Spatial Priming"",
    ""Neuroplasticity""
  ]
}"
307,7,"{
  ""tags"": [
    ""Learning"",
    ""Probability"",
    ""Task"",
    ""Representation""
  ]
}","{
  ""tags"": [
    ""Learning"",
    ""Probability"",
    ""Task"",
    ""Representation""
  ]
}"
308,7,"{
  ""tags"": [
    ""Location Probability Learning"",
    ""Goal-Driven Attention"",
    ""Spatial Attention"",
    ""Task Goals""
  ]
}","{
  ""tags"": [
    ""Location Probability Learning"",
    ""Goal-Driven Attention"",
    ""Spatial Attention"",
    ""Task Goals""
  ]
}"
309,7,"{
  ""tags"": [
    ""location probability learning"",
    ""memory-guided visual search"",
    ""psychometrics"",
    ""individual differences"",
    ""measurement noise""
  ]
}","{
  ""tags"": [
    ""location probability learning"",
    ""memory-guided visual search"",
    ""psychometrics"",
    ""individual differences"",
    ""measurement noise""
  ]
}"
310,7,"{
  ""tags"": [
    ""Attentional Suppression"",
    ""Statistical Learning"",
    ""Eye Tracking"",
    ""Spatial Priority Map""
  ]
}","{
  ""tags"": [
    ""Attentional Suppression"",
    ""Statistical Learning"",
    ""Eye Tracking"",
    ""Spatial Priority Map""
  ]
}"
311,7,"{
  ""tags"": [
    ""Task-Irrelevant-Perceptual-Learning"",
    ""Perceptual-Learning"",
    ""Attention"",
    ""Attentional-Learning""
  ]
}","{
  ""tags"": [
    ""Task-Irrelevant-Perceptual-Learning"",
    ""Perceptual-Learning"",
    ""Attention"",
    ""Attentional-Learning""
  ]
}"
312,7,"{
  ""tags"": [
    ""allocentric reference frame"",
    ""object location processing"",
    ""temporal dynamics"",
    ""egocentric navigation""
  ]
}","{
  ""tags"": [
    ""allocentric reference frame"",
    ""object location processing"",
    ""temporal dynamics"",
    ""egocentric navigation""
  ]
}"
313,7,"{
  ""tags"": [
    ""Attentional Selection"",
    ""Statistical Learning"",
    ""Spatial Priority Map"",
    ""Intertrial Associations""
  ]
}","{
  ""tags"": [
    ""Attentional Selection"",
    ""Statistical Learning"",
    ""Spatial Priority Map"",
    ""Intertrial Associations""
  ]
}"
314,7,"{
  ""tags"": [
    ""Visual Working Memory"",
    ""Attention Allocation"",
    ""Incidental Learning"",
    ""Probability Information""
  ]
}","{
  ""tags"": [
    ""Visual Working Memory"",
    ""Attention Allocation"",
    ""Incidental Learning"",
    ""Probability Information""
  ]
}"
315,7,"{
  ""tags"": [
    ""BehavioralReinforcementLearning"",
    ""StatisticalLearning"",
    ""CrossTrialLearning"",
    ""TargetLocation"",
    ""ResponseRequired""
  ]
}","{
  ""tags"": [
    ""BehavioralReinforcementLearning"",
    ""StatisticalLearning"",
    ""CrossTrialLearning"",
    ""TargetLocation"",
    ""ResponseRequired""
  ]
}"
316,7,"{
  ""tags"": [
    ""Location Probability Learning"",
    ""3D Virtual Search Environments"",
    ""Virtual Reality"",
    ""Spatial Coding"",
    ""Visual Statistical Learning""
  ]
}","{
  ""tags"": [
    ""Location Probability Learning"",
    ""3D Virtual Search Environments"",
    ""Virtual Reality"",
    ""Spatial Coding"",
    ""Visual Statistical Learning""
  ]
}"
317,7,"{
  ""tags"": [
    ""Attentional Learning"",
    ""Spatial Probability"",
    ""Neurocognitive Mechanisms"",
    ""Attentional Filtering""
  ]
}","{
  ""tags"": [
    ""Attentional Learning"",
    ""Spatial Probability"",
    ""Neurocognitive Mechanisms"",
    ""Attentional Filtering""
  ]
}"
318,7,"{
  ""tags"": [
    ""Attentional Cues"",
    ""Real Scenes"",
    ""Saccadic Targeting"",
    ""Bayesian Priors""
  ]
}","{
  ""tags"": [
    ""Attentional Cues"",
    ""Real Scenes"",
    ""Saccadic Targeting"",
    ""Bayesian Priors""
  ]
}"
319,7,"{
  ""tags"": [
    ""Attentional Boost Effect"",
    ""Timing and Memory"",
    ""Reinforcement Learning"",
    ""Perceptual Grouping""
  ]
}","{
  ""tags"": [
    ""Attentional Boost Effect"",
    ""Timing and Memory"",
    ""Reinforcement Learning"",
    ""Perceptual Grouping""
  ]
}"
320,7,"{
  ""tags"": [
    ""Attentional Effect"",
    ""Spatial Probability Learning"",
    ""Orientation vs Spatial Probability"",
    ""Probabilistic Information""
  ]
}","{
  ""tags"": [
    ""Attentional Effect"",
    ""Spatial Probability Learning"",
    ""Orientation vs Spatial Probability"",
    ""Probabilistic Information""
  ]
}"
321,7,"{
  ""tags"": [
    ""Virtual Driving Task"",
    ""Eye Movements"",
    ""Uncertainty"",
    ""Reward Structure""
  ]
}","{
  ""tags"": [
    ""Virtual Driving Task"",
    ""Eye Movements"",
    ""Uncertainty"",
    ""Reward Structure""
  ]
}"
322,7,"{
  ""tags"": [
    ""Spatial reference frame"",
    ""Visual attention"",
    ""Incidental learning"",
    ""Probability cuing""
  ]
}","{
  ""tags"": [
    ""Spatial reference frame"",
    ""Visual attention"",
    ""Incidental learning"",
    ""Probability cuing""
  ]
}"
323,7,"{
  ""tags"": [
    ""task-irrelevant cross-modal statistical regularities"",
    ""distractor suppression"",
    ""perceptual processing"",
    ""statistical regularities""
  ]
}","{
  ""tags"": [
    ""task-irrelevant cross-modal statistical regularities"",
    ""distractor suppression"",
    ""perceptual processing"",
    ""statistical regularities""
  ]
}"
324,7,"{
  ""tags"": [
    ""Parkinson's disease"",
    ""spatial attention"",
    ""dopaminergic system"",
    ""location probability learning""
  ]
}","{
  ""tags"": [
    ""Parkinson's disease"",
    ""spatial attention"",
    ""dopaminergic system"",
    ""location probability learning""
  ]
}"
325,7,"{
  ""tags"": [
    ""Implicit Location Probability Learning"",
    ""Spatial Attention"",
    ""Task-Dependent Attention"",
    ""Attentional Bias""
  ]
}","{
  ""tags"": [
    ""Implicit Location Probability Learning"",
    ""Spatial Attention"",
    ""Task-Dependent Attention"",
    ""Attentional Bias""
  ]
}"
326,7,"{
  ""tags"": [
    ""Object-Based Statistical Learning"",
    ""Attentional Selection"",
    ""Spatial Prioritization"",
    ""Object-Based Attention""
  ]
}","{
  ""tags"": [
    ""Object-Based Statistical Learning"",
    ""Attentional Selection"",
    ""Spatial Prioritization"",
    ""Object-Based Attention""
  ]
}"
327,7,"{
  ""tags"": [
    ""Socially important visual search tasks"",
    ""Rare targets"",
    ""Consequences of failed detection"",
    ""Prevalence effect""
  ]
}","{
  ""tags"": [
    ""Socially important visual search tasks"",
    ""Rare targets"",
    ""Consequences of failed detection"",
    ""Prevalence effect""
  ]
}"
328,7,"{
  ""tags"": [
    ""Attentional Learning"",
    ""Peripheral Vision"",
    ""Guided Search"",
    ""Location Probability Learning""
  ]
}","{
  ""tags"": [
    ""Attentional Learning"",
    ""Peripheral Vision"",
    ""Guided Search"",
    ""Location Probability Learning""
  ]
}"
329,7,"{
  ""tags"": [
    ""egocentric coding of space"",
    ""incidentally learned attention"",
    ""visuospatial attention"",
    ""scene context""
  ]
}","{
  ""tags"": [
    ""egocentric coding of space"",
    ""incidentally learned attention"",
    ""visuospatial attention"",
    ""scene context""
  ]
}"
330,7,"{
  ""tags"": [
    ""Covert Visual Spatial Attention"",
    ""Disengage Operation"",
    ""Saccadic Eye Movements"",
    ""Cue Offset""
  ]
}","{
  ""tags"": [
    ""Covert Visual Spatial Attention"",
    ""Disengage Operation"",
    ""Saccadic Eye Movements"",
    ""Cue Offset""
  ]
}"
331,7,"{
  ""tags"": [
    ""unconscious attention"",
    ""subliminal cues"",
    ""attentional selection"",
    ""reward learning"",
    ""selection history""
  ]
}","{
  ""tags"": [
    ""unconscious attention"",
    ""subliminal cues"",
    ""attentional selection"",
    ""reward learning"",
    ""selection history""
  ]
}"
332,7,"{
  ""tags"": [
    ""Visual Search"",
    ""Statistical Learning"",
    ""Distractor Suppression"",
    ""Spatial Priority Map""
  ]
}","{
  ""tags"": [
    ""Visual Search"",
    ""Statistical Learning"",
    ""Distractor Suppression"",
    ""Spatial Priority Map""
  ]
}"
333,7,"{
  ""tags"": [
    ""Visual Search"",
    ""Prospective Memory"",
    ""Retrospective Memory"",
    ""Attention Guided Search""
  ]
}","{
  ""tags"": [
    ""Visual Search"",
    ""Prospective Memory"",
    ""Retrospective Memory"",
    ""Attention Guided Search""
  ]
}"
334,7,"{
  ""tags"": [
    ""Implicit Attentional Learning"",
    ""Peripheral Vision"",
    ""Mouse Eye Paradigm"",
    ""Spatial Attention""
  ]
}","{
  ""tags"": [
    ""Implicit Attentional Learning"",
    ""Peripheral Vision"",
    ""Mouse Eye Paradigm"",
    ""Spatial Attention""
  ]
}"
335,7,"{
  ""tags"": [
    ""Volitional Orienting"",
    ""Neocortical vs Subcortical"",
    ""Monocular Channels"",
    ""Endogenous Facilitation""
  ]
}","{
  ""tags"": [
    ""Volitional Orienting"",
    ""Neocortical vs Subcortical"",
    ""Monocular Channels"",
    ""Endogenous Facilitation""
  ]
}"
336,7,"{
  ""tags"": [
    ""Spatial Probability Cuing"",
    ""Right Hemisphere Damage"",
    ""Statistical Learning"",
    ""Visual Attention""
  ]
}","{
  ""tags"": [
    ""Spatial Probability Cuing"",
    ""Right Hemisphere Damage"",
    ""Statistical Learning"",
    ""Visual Attention""
  ]
}"
337,7,"{
  ""tags"": [
    ""saccade latencies"",
    ""discriminative control"",
    ""saccadic reaction times"",
    ""search task"",
    ""reinforcement contingencies""
  ]
}","{
  ""tags"": [
    ""saccade latencies"",
    ""discriminative control"",
    ""saccadic reaction times"",
    ""search task"",
    ""reinforcement contingencies""
  ]
}"
338,7,"{
  ""tags"": [
    ""Habit-like attentional bias"",
    ""Statistical knowledge"",
    ""Visual search"",
    ""Spatial attention""
  ]
}","{
  ""tags"": [
    ""Habit-like attentional bias"",
    ""Statistical knowledge"",
    ""Visual search"",
    ""Spatial attention""
  ]
}"
339,7,"{
  ""tags"": [
    ""Visual-Spatial Attention"",
    ""Multiple Targets"",
    ""Endogenous Attention"",
    ""Rapid Processing""
  ]
}","{
  ""tags"": [
    ""Visual-Spatial Attention"",
    ""Multiple Targets"",
    ""Endogenous Attention"",
    ""Rapid Processing""
  ]
}"
340,7,"{
  ""tags"": [
    ""auditory spatial attention"",
    ""selection history"",
    ""auditory search"",
    ""attentional selection""
  ]
}","{
  ""tags"": [
    ""auditory spatial attention"",
    ""selection history"",
    ""auditory search"",
    ""attentional selection""
  ]
}"
341,7,"{
  ""tags"": [
    ""Implicit Spatial Preference"",
    ""Individual Differences"",
    ""Implicit Location Probability"",
    ""Stability of Individual Differences""
  ]
}","{
  ""tags"": [
    ""Implicit Spatial Preference"",
    ""Individual Differences"",
    ""Implicit Location Probability"",
    ""Stability of Individual Differences""
  ]
}"
342,7,"{
  ""tags"": [
    ""Perceptual task"",
    ""Saccadic adaptation"",
    ""Target selection"",
    ""Adaptation"",
    ""Error correction""
  ]
}","{
  ""tags"": [
    ""Perceptual task"",
    ""Saccadic adaptation"",
    ""Target selection"",
    ""Adaptation"",
    ""Error correction""
  ]
}"
343,7,"{
  ""tags"": [
    ""Attentional Suppression"",
    ""Working Memory Load"",
    ""Implicit Learning"",
    ""Implicit Memory""
  ]
}","{
  ""tags"": [
    ""Attentional Suppression"",
    ""Working Memory Load"",
    ""Implicit Learning"",
    ""Implicit Memory""
  ]
}"
344,7,"{
  ""tags"": [
    ""Spatial Enhancement"",
    ""Statistical Learning"",
    ""Attentional Selection"",
    ""Probabilistic Maps""
  ]
}","{
  ""tags"": [
    ""Spatial Enhancement"",
    ""Statistical Learning"",
    ""Attentional Selection"",
    ""Probabilistic Maps""
  ]
}"
345,7,"{
  ""tags"": [
    ""Attentional Set"",
    ""Change Blindness"",
    ""Color Singletons"",
    ""Discontinuity in Colour""
  ]
}","{
  ""tags"": [
    ""Attentional Set"",
    ""Change Blindness"",
    ""Color Singletons"",
    ""Discontinuity in Colour""
  ]
}"
346,7,"{
  ""tags"": [
    ""Joint Predictors"",
    ""Cognitive System"",
    ""Statistical Relationships"",
    ""Conjunctive Predictions""
  ]
}","{
  ""tags"": [
    ""Joint Predictors"",
    ""Cognitive System"",
    ""Statistical Relationships"",
    ""Conjunctive Predictions""
  ]
}"
347,7,"{
  ""tags"": [
    ""Visual Search"",
    ""Reward Frequency"",
    ""Reward Magnitude"",
    ""Spatial Attention""
  ]
}","{
  ""tags"": [
    ""Visual Search"",
    ""Reward Frequency"",
    ""Reward Magnitude"",
    ""Spatial Attention""
  ]
}"
348,7,"{
  ""tags"": [
    ""Attentional Preference"",
    ""Eye Gaze"",
    ""Spatial Attention"",
    ""Oculomotor Learning""
  ]
}","{
  ""tags"": [
    ""Attentional Preference"",
    ""Eye Gaze"",
    ""Spatial Attention"",
    ""Oculomotor Learning""
  ]
}"
